Center,CAReportName,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Mo. Bdgt Var May 2025,Mo. Bdgt May 2025,YTD May 2025,YTD Bdgt May 2025,YTD May 2024
2013-001 Abilene GI,Gross revenue per Procedure,1912.21,1949.03,1932.33,1917.08,1924.05,1940.15,-1955.93,0.00,11989.63,-13945.57,1395.29,2465.15,1949.30
2015-001 Shawnee GI,Gross revenue per Procedure,2400.99,2401.25,2436.33,2385.44,2470.60,2425.10,-2432.83,0.00,14349.72,-16782.56,1804.18,2639.54,2424.03
2018-001 Knoxville Eye,Gross revenue per Procedure,3207.71,3198.34,3277.99,3180.98,3222.61,3290.90,-3081.81,0.00,45297.21,-48379.01,2483.70,3271.69,3280.66
2001-001 Knoxville GI,Net Cash Collection per procedure,612.30,745.60,517.11,690.29,607.73,637.20,0.00,0.00,0.00,0.00,619.58,0.00,598.96
2001-002 Knoxville West GI,Net Cash Collection per procedure,644.33,755.19,451.23,591.32,605.39,593.34,0.00,0.00,0.00,0.00,573.85,0.00,570.30
2003-001 St Thomas GI,Net Cash Collection per procedure,555.63,525.40,402.07,454.82,492.46,386.54,0.00,0.00,0.00,0.00,473.26,0.00,525.64
2003-002 St Thomas Harding Rd GI,Net Cash Collection per procedure,569.52,588.07,389.05,564.28,495.79,406.70,0.00,0.00,0.00,0.00,481.66,0.00,477.80
2005-001 Beaumont GI,Net Cash Collection per procedure,537.84,615.70,561.11,534.11,493.99,556.14,0.00,0.00,0.00,0.00,567.42,0.00,511.03
2009-001 Washington DC GI,Net Cash Collection per procedure,566.19,533.35,432.35,492.86,505.72,554.13,0.00,0.00,0.00,0.00,499.12,0.00,497.31
2011-001 Torrance GI,Net Cash Collection per procedure,499.93,806.43,644.29,552.87,570.68,624.05,0.00,0.00,0.00,0.00,597.59,0.00,431.86
2013-001 Abilene GI,Net Cash Collection per procedure,568.73,526.35,435.82,479.13,554.87,765.82,0.00,0.00,0.00,0.00,581.31,0.00,529.39
2015-001 Shawnee GI,Net Cash Collection per procedure,756.23,697.31,899.77,718.63,880.23,581.55,0.00,0.00,0.00,0.00,784.48,0.00,726.71
2018-001 Knoxville Eye,Net Cash Collection per procedure,1078.71,1345.52,814.50,1056.28,1322.28,788.99,0.00,0.00,0.00,0.00,1006.63,0.00,991.52
2001-001 Knoxville GI,Center EBITDA per Procedure,255.12,272.58,267.16,212.74,223.90,250.30,-5691.19,0.00,-293.26,-5397.93,270.59,262.30,220.00
2001-002 Knoxville West GI,Center EBITDA per Procedure,360.75,368.19,297.89,383.49,371.62,365.05,-3065.33,0.00,2716.71,-5782.04,356.42,424.19,292.64
2003-001 St Thomas GI,Center EBITDA per Procedure,39.64,6.48,54.98,100.39,58.01,119.44,-1665.50,0.00,-1406.07,-259.43,-31.90,137.73,117.74
2003-002 St Thomas Harding Rd GI,Center EBITDA per Procedure,153.30,186.16,115.31,202.92,111.27,186.55,-1730.68,0.00,-581.68,-1149.00,115.73,259.51,167.51
2005-001 Beaumont GI,Center EBITDA per Procedure,296.42,318.55,281.94,320.42,291.09,319.71,-1114.49,0.00,78.51,-1193.00,183.73,361.97,279.59
2009-001 Washington DC GI,Center EBITDA per Procedure,236.94,183.80,176.81,190.87,223.13,206.02,0.00,0.00,0.00,0.00,188.66,322.89,223.17
2011-001 Torrance GI,Center EBITDA per Procedure,213.36,23.61,123.75,144.43,213.21,178.10,0.00,0.00,0.00,0.00,172.00,249.87,179.19
2013-001 Abilene GI,Center EBITDA per Procedure,194.87,155.08,174.98,158.18,178.14,96.94,-1889.69,0.00,-302.69,-1587.00,69.35,336.75,199.49
2015-001 Shawnee GI,Center EBITDA per Procedure,112.69,174.31,171.02,65.59,287.88,224.12,-1361.88,0.00,-678.70,-683.18,53.20,141.59,138.69
2018-001 Knoxville Eye,Center EBITDA per Procedure,563.48,351.95,93.08,280.14,364.09,571.68,-73.57,0.00,7448.12,-7521.69,241.55,625.32,434.92
2001-001 Knoxville GI,Distributions,446300.00,617400.00,454600.00,513800.00,367200.00,595900.00,490000.00,0.00,490000.00,0.00,2421500.00,0.00,1639100.00
2001-002 Knoxville West GI,Distributions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003-001 St Thomas GI,Distributions,33300.00,79500.00,85500.00,74800.00,62300.00,46900.00,101600.00,0.00,101600.00,0.00,371100.00,0.00,408400.00
2003-002 St Thomas Harding Rd GI,Distributions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2005-001 Beaumont GI,Distributions,304700.00,330700.00,397700.00,298000.00,292600.00,342800.00,419800.00,0.00,419800.00,0.00,1750900.00,0.00,1416600.00
2009-001 Washington DC GI,Distributions,125200.00,93000.00,41900.00,73600.00,104700.00,109000.00,105900.00,0.00,105900.00,0.00,435100.00,0.00,564100.00
2011-001 Torrance GI,Distributions,407250.00,158800.00,158000.00,197400.00,197500.00,221300.00,270800.00,0.00,270800.00,0.00,1045000.00,0.00,1478700.00
2013-001 Abilene GI,Distributions,58600.00,51600.00,55900.00,18300.00,24500.00,67500.00,33800.00,0.00,33800.00,0.00,200000.00,0.00,279600.00
2015-001 Shawnee GI,Distributions,71300.00,85500.00,39600.00,28600.00,53100.00,64500.00,85600.00,0.00,85600.00,0.00,271400.00,0.00,255100.00
2018-001 Knoxville Eye,Distributions,350100.00,271300.00,156100.00,0.00,212300.00,54800.00,280800.00,0.00,280800.00,0.00,704000.00,0.00,980500.00
2001-001 Knoxville GI,Net revenue per procedure,622.16,641.70,659.29,607.34,623.50,659.39,1693.64,0.00,-115679.13,-13037.87,648.09,720.48,621.24
2001-002 Knoxville West GI,Net revenue per procedure,633.24,633.72,610.97,639.70,636.49,618.15,1723.19,0.00,-44532.76,-10609.24,639.55,795.57,593.89
2003-001 St Thomas GI,Net revenue per procedure,521.72,493.25,501.44,488.88,506.69,510.80,1459.00,0.00,-166382.88,-1402.40,429.18,748.25,510.20
2003-002 St Thomas Harding Rd GI,Net revenue per procedure,492.20,494.00,481.68,512.34,435.40,514.85,1397.69,0.00,-65375.23,-3111.77,512.53,757.88,502.65
2005-001 Beaumont GI,Net revenue per procedure,557.45,554.25,556.14,555.21,532.51,560.56,1704.14,0.00,-442399.29,-2381.95,534.31,740.48,554.22
2009-001 Washington DC GI,Net revenue per procedure,537.10,542.72,505.52,543.55,517.42,547.99,0.00,0.00,0.00,0.00,533.15,731.45,552.66
2011-001 Torrance GI,Net revenue per procedure,577.56,595.11,565.01,566.16,596.87,569.72,0.00,0.00,0.00,0.00,584.99,824.52,586.41
2013-001 Abilene GI,Net revenue per procedure,539.20,554.41,527.53,470.26,553.70,568.50,1955.93,0.00,-66404.64,-4008.91,501.42,963.38,576.26
2015-001 Shawnee GI,Net revenue per procedure,684.51,732.22,793.00,710.79,791.20,739.14,2432.83,0.00,-116846.54,-4795.16,702.50,953.39,693.81
2018-001 Knoxville Eye,Net revenue per procedure,1152.49,1022.54,1090.81,994.72,1054.09,1156.41,3081.81,0.00,-88603.59,-16177.82,1064.42,1376.08,1078.73
2001-001 Knoxville GI,Center Level EBITDA,445693.53,458478.85,421047.74,317838.64,342339.05,381963.81,173592.05,0.00,-236650.90,410242.95,2369371.27,2156987.88,2311271.63
2001-002 Knoxville West GI,Center Level EBITDA,200577.41,184829.33,139115.40,212453.29,208850.82,215378.47,-12710.99,0.00,-197736.33,185025.34,967311.56,1081090.79,1008186.97
2003-001 St Thomas GI,Center Level EBITDA,10384.78,1834.43,15668.38,27807.49,16823.89,47655.19,-144192.57,0.00,-174027.28,29834.71,97632.69,330004.87,342121.59
2003-002 St Thomas Harding Rd GI,Center Level EBITDA,37558.66,49706.03,29633.96,54586.76,31377.32,64733.04,-52337.83,0.00,-108638.83,56301.00,283527.55,459333.20,341097.38
2005-001 Beaumont GI,Center Level EBITDA,309463.89,364735.44,276022.84,356081.33,359082.78,401311.48,-599379.54,0.00,-910754.97,311375.43,1284351.95,1976489.92,1922138.00
2009-001 Washington DC GI,Center Level EBITDA,110649.78,85614.36,83986.23,88756.10,117589.91,116608.67,-23403.55,0.00,-153560.42,130156.87,555708.13,903407.38,906954.11
2011-001 Torrance GI,Center Level EBITDA,232065.22,24093.94,123704.35,149458.52,249866.14,209904.23,20939.51,0.00,-214989.40,235928.91,1230913.87,1639170.68,1699641.10
2013-001 Abilene GI,Center Level EBITDA,45405.69,34736.96,36396.60,35635.79,37572.63,19969.26,-73055.98,0.00,-130188.05,57132.07,156288.97,431658.55,444279.53
2015-001 Shawnee GI,Center Level EBITDA,39891.76,63622.99,56265.11,21776.68,76044.40,88975.77,-175341.78,0.00,-209507.01,34165.23,297949.46,397405.18,480973.34
2018-001 Knoxville Eye,Center Level EBITDA,307098.78,168617.76,45793.08,136988.91,186413.59,329856.82,-207260.56,0.00,-462997.93,255737.37,883127.17,1601594.94,1310940.40
2001-001 Knoxville GI,Net Revenue,1086907.44,1079331.04,1039036.40,907359.42,953335.19,1006232.09,-128717.00,0.00,-1119595.40,990878.40,3920315.30,4358166.75,4580366.55
2001-002 Knoxville West GI,Net Revenue,352082.20,318126.37,285322.67,354395.14,357707.01,364705.75,-55142.00,0.00,-394637.55,339495.55,1369271.29,1703315.50,1608848.85
2003-001 St Thomas GI,Net Revenue,136690.14,139590.36,142911.04,135419.74,146938.65,203807.40,-167785.28,0.00,-329061.23,161275.95,487549.61,850016.32,818881.42
2003-002 St Thomas Harding Rd GI,Net Revenue,120588.27,131897.07,123792.00,137819.94,122784.20,178653.25,-68487.00,0.00,-220963.74,152476.74,566863.51,838220.48,661503.07
2005-001 Beaumont GI,Net Revenue,581979.77,634616.44,544464.05,617389.03,657651.97,704630.05,-444781.24,0.00,-1066468.95,621687.71,2309279.22,3200362.83,3013529.06
2009-001 Washington DC GI,Net Revenue,250825.69,252908.60,240122.49,252751.49,272679.44,310159.70,0.00,0.00,-278331.77,278331.77,1083888.50,1487129.49,1520573.36
2011-001 Torrance GI,Net Revenue,625496.67,557622.64,561624.21,583147.14,698930.88,671127.65,0.00,0.00,-721542.76,721542.76,2561582.38,3625868.25,3512123.71
2013-001 Abilene GI,Net Revenue,125634.01,124187.02,109725.57,106279.80,116831.21,117110.26,-70413.55,0.00,-214734.14,144320.59,408659.95,785156.09,809073.83
2015-001 Shawnee GI,Net Revenue,242317.03,267260.82,260895.83,235981.96,208876.31,293439.12,-121641.70,0.00,-361399.84,239758.14,893663.60,1212779.49,1322520.87
2018-001 Knoxville Eye,Net Revenue,604094.70,492296.06,536686.74,486831.18,540105.95,667660.49,-104368.40,0.00,-654414.11,550045.71,2168822.02,2801697.21,2474173.69
2001-001 Knoxville GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-001 Knoxville GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-001 Knoxville GI,Net REVENUES,,,,,,,,,,,,,
2001-002 Knoxville West GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-002 Knoxville West GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-002 Knoxville West GI,Net REVENUES,,,,,,,,,,,,,
2003-001 St Thomas GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-001 St Thomas GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-001 St Thomas GI,Net REVENUES,,,,,,,,,,,,,
2003-002 St Thomas Harding Rd GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-002 St Thomas Harding Rd GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-002 St Thomas Harding Rd GI,Net REVENUES,,,,,,,,,,,,,
2005-001 Beaumont GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-001 Beaumont GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-001 Beaumont GI,Net REVENUES,,,,,,,,,,,,,
2009-001 Washington DC GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-001 Washington DC GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-001 Washington DC GI,Net REVENUES,,,,,,,,,,,,,
2011-001 Torrance GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-001 Torrance GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-001 Torrance GI,Net REVENUES,,,,,,,,,,,,,
2013-001 Abilene GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-001 Abilene GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-001 Abilene GI,Net REVENUES,,,,,,,,,,,,,
2015-001 Shawnee GI,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-001 Shawnee GI,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-001 Shawnee GI,Net REVENUES,,,,,,,,,,,,,
2018-001 Knoxville Eye,total revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-001 Knoxville Eye,Total Adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-001 Knoxville Eye,Net REVENUES,,,,,,,,,,,,,
