Field,Excel Value,DataBase Value,Variance,Result,Issue,Sheet,Center,CAReport Name
May 2024,9982631.23,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
May 2024,0.15,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
May 2024,NULL,4737897.4,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,4737897.4,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
May 2024,0.07,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
May 2024,NULL,3873671.2,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,3873671.2,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
May 2024,0.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
May 2024,NULL,7925.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,7964.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
May 2024,0.29,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
May 2024,64275109.3,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
May 2024,10322537.34,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
May 2024,6.44,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
May 2024,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
May 2024,-2034403.62,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
May 2024,-462163.3,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
May 2024,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
May 2024,557103.87,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
May 2024,NULL,557103.87,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,299.38,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
May 2024,46.5,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
May 2024,8159886.27,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
May 2024,NULL,8159886.27,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
May 2024,-35192081.48,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
May 2024,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
May 2024,-51918168.34,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
May 2024,40817466.86,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
May 2024,NULL,40817466.86,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,-1004440.61,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,-1004440.61,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
May 2024,1569.45,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
May 2024,243.77,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
May 2024,42776831.64,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
May 2024,NULL,42776831.64,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,7122586.86,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
May 2024,261.32,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
May 2024,40.59,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
May 2024,-0.02,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
May 2024,-184720.39,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
May 2024,175481.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
May 2024,NULL,175481.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,27256.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
May 2024,NULL,27256.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,64459829.69,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
May 2024,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
May 2024,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
May 2024,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
May 2024,41374570.73,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
May 2024,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,30922984.25,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,30922984.25,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Jun 2024,0.49,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Jun 2024,-169904.02,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
Jun 2024,NULL,15416747.62,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,15416747.62,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Jun 2024,0.25,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Jun 2024,NULL,8694353.06,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,8694353.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Jun 2024,0.14,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Jun 2024,NULL,5381716.06,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,5381716.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Jun 2024,0.09,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Jun 2024,NULL,3338239.5,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,3338239.5,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Jun 2024,0.05,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Jun 2024,NULL,8149.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,8184.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Jun 2024,0.3,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Jun 2024,62518860.55,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Jun 2024,9820287.26,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Jun 2024,6.45,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Jun 2024,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Jun 2024,-2076729.59,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Jun 2024,-474571.41,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Jun 2024,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Jun 2024,432517.15,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Jun 2024,NULL,432517.15,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,281.44,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Jun 2024,43.63,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Jun 2024,6889340.16,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Jun 2024,NULL,6889340.16,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Jun 2024,-31570691.9,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Jun 2024,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Jun 2024,-50621843.7,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Jun 2024,32867150.58,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
Jun 2024,NULL,32867150.58,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,-991032.13,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,-991032.13,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
Jun 2024,1571.79,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
Jun 2024,243.66,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
Jun 2024,38475852.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
Jun 2024,NULL,38475852.03,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,6430588.72,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
Jun 2024,262.7,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
Jun 2024,40.72,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
Jun 2024,-0.02,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
Jun 2024,-244147.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
Jun 2024,157909.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
Jun 2024,NULL,157909.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,24479.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
Jun 2024,NULL,24479.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,62763008.36,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
Jun 2024,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
Jun 2024,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
Jun 2024,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
Jun 2024,33299667.73,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
Jun 2024,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jun 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,NULL,31562841.39,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,31562841.39,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Jul 2024,0.53,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Jul 2024,-58980.32,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
Jul 2024,NULL,13823341.34,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,13823341.34,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Jul 2024,0.23,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Jul 2024,NULL,7075642.51,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,7075642.51,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Jul 2024,0.12,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Jul 2024,NULL,4649315.24,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,4649315.24,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Jul 2024,0.08,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Jul 2024,NULL,3740802.36,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,3740802.36,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Jul 2024,0.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Jul 2024,NULL,8174.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,8207.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Jul 2024,0.29,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Jul 2024,59382965.43,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Jul 2024,9179764.31,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Jul 2024,6.44,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Jul 2024,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Jul 2024,-2032276.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Jul 2024,-211335.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Jul 2024,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Jul 2024,255788.61,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Jul 2024,NULL,255788.61,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,302.77,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Jul 2024,47.04,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Jul 2024,7596997.63,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Jul 2024,NULL,7596997.63,,Missing in Excel,Missing in Excel,Anesthesia,,
Jul 2024,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Jul 2024,-32070616.25,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Jul 2024,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Jul 2024,-48170925.11,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Jul 2024,34530674.25,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
